customer_id,plan_type,mrr,start_date,end_date,churned,country,acquisition_channel,lifetime_value,tenure_months
CUST_00077,Starter,206.98,2024-01-23,,0,India,LinkedIn Ads,6899.33,11
CUST_00078,Growth,553.66,2023-03-04,,0,India,Paid Search,30758.89,22
CUST_00079,Starter,0.0,2023-11-10,2024-05-01,1,USA,LinkedIn Ads,1666.67,5
CUST_00080,Starter,0.0,2022-07-02,2022-07-02,1,USA,Partner,1666.67,0
CUST_00081,Starter,120.94,2023-10-13,,0,USA,Paid Search,4031.33,14
CUST_00082,Starter,84.51,2023-03-06,,0,USA,Partner,2817.0,22
CUST_00083,Starter,0.0,2023-11-20,2024-04-01,1,Australia,Paid Search,1666.67,4
CUST_00084,Starter,54.58,2022-12-18,,0,Germany,LinkedIn Ads,1819.33,24
CUST_00085,Enterprise,600.32,2022-10-27,,0,India,LinkedIn Ads,100000.0,26
CUST_00086,Enterprise,309.85,2023-01-10,,0,Canada,Paid Search,100000.0,24
CUST_00087,Starter,196.97,2022-03-15,,0,India,Paid Search,6565.67,34
CUST_00088,Starter,92.32,2024-03-06,,0,UK,Paid Search,3077.33,10
CUST_00089,Starter,197.73,2022-12-16,,0,Canada,Partner,6591.0,24
CUST_00090,Starter,0.0,2023-11-26,2024-06-01,1,India,LinkedIn Ads,1666.67,6
CUST_00091,Growth,428.0,2024-10-24,,0,USA,Paid Search,23777.78,2
CUST_00092,Starter,81.22,2024-11-13,,0,India,Paid Search,2707.33,1
CUST_00093,Growth,283.52,2023-01-03,,0,Germany,Partner,15751.11,24
CUST_00094,Growth,413.58,2023-06-18,,0,Australia,Paid Search,22976.67,18
CUST_00095,Starter,81.75,2024-10-16,,0,Canada,LinkedIn Ads,2725.0,2
CUST_00096,Starter,128.55,2024-06-04,,0,Canada,Referral,4285.0,7
CUST_00097,Starter,82.63,2024-12-15,,0,USA,Partner,2754.33,0
CUST_00098,Starter,61.56,2024-11-16,,0,Canada,LinkedIn Ads,2052.0,1
CUST_00099,Growth,323.36,2024-03-18,,0,UK,Organic,17964.44,9
CUST_00100,Starter,0.0,2022-10-02,2023-05-01,1,USA,Paid Search,1666.67,7
CUST_00101,Starter,0.0,2022-11-09,2023-07-01,1,USA,LinkedIn Ads,1666.67,7
CUST_00102,Enterprise,598.22,2022-03-13,,0,India,LinkedIn Ads,100000.0,34
CUST_00103,Starter,167.94,2022-11-16,,0,Germany,Organic,5598.0,25
CUST_00104,Starter,0.0,2023-01-24,2023-06-01,1,India,Paid Search,1666.67,4
CUST_00105,Starter,130.12,2023-02-18,,0,Australia,Organic,4337.33,22
CUST_00106,Growth,465.57,2024-04-21,,0,USA,Organic,25865.0,8
CUST_00107,Growth,318.13,2024-11-11,,0,UK,Referral,17673.89,1
CUST_00108,Growth,325.8,2024-03-14,,0,Germany,Partner,18100.0,9
CUST_00109,Starter,0.0,2022-11-18,2022-11-18,1,USA,Partner,1666.67,0
CUST_00110,Starter,163.87,2024-03-05,,0,USA,LinkedIn Ads,5462.33,10
CUST_00111,Growth,317.68,2024-12-19,,0,India,Paid Search,17648.89,0
CUST_00112,Starter,158.84,2023-11-16,,0,UK,Referral,5294.67,13
CUST_00113,Starter,120.7,2022-03-07,,0,UK,Paid Search,4023.33,34
CUST_00114,Growth,333.26,2024-01-13,,0,USA,Paid Search,18514.44,11
CUST_00115,Growth,348.06,2022-10-08,,0,Canada,Paid Search,19336.67,27
CUST_00116,Starter,116.69,2024-11-26,,0,USA,Paid Search,3889.67,1
CUST_00117,Starter,0.0,2023-12-14,2024-07-01,1,Australia,Referral,1666.67,6
CUST_00118,Growth,285.14,2024-11-08,,0,UK,Paid Search,15841.11,1
CUST_00119,Growth,455.26,2024-12-26,,0,USA,Paid Search,25292.22,0
CUST_00120,Starter,51.46,2024-03-11,,0,Australia,LinkedIn Ads,1715.33,9
CUST_00121,Starter,92.83,2023-12-23,,0,India,LinkedIn Ads,3094.33,12
CUST_00122,Starter,0.0,2022-02-25,2022-05-01,1,USA,LinkedIn Ads,1666.67,2
CUST_00123,Enterprise,571.39,2024-04-25,,0,Australia,Partner,100000.0,8
CUST_00124,Starter,0.0,2022-08-25,2023-07-01,1,Australia,Paid Search,1666.67,10
CUST_00125,Starter,0.0,2022-11-26,2023-10-01,1,Germany,Paid Search,1666.67,10
CUST_00126,Enterprise,0.0,2023-01-10,2024-02-01,1,Australia,LinkedIn Ads,100000.0,12
CUST_00127,Enterprise,2067.97,2022-10-02,,0,Canada,LinkedIn Ads,258496.25,27
CUST_00128,Starter,143.07,2024-01-06,,0,UK,Organic,4769.0,12
CUST_00129,Enterprise,1929.74,2024-11-14,,0,Australia,Paid Search,241217.5,1
CUST_00130,Growth,519.52,2023-02-22,,0,UK,Paid Search,28862.22,22
CUST_00131,Starter,0.0,2022-11-18,2023-02-01,1,Australia,LinkedIn Ads,1666.67,2
CUST_00132,Starter,0.0,2024-01-12,2024-09-01,1,USA,Paid Search,1666.67,7
CUST_00133,Starter,128.99,2022-06-06,,0,USA,LinkedIn Ads,4299.67,31
CUST_00134,Growth,0.0,2023-02-10,2023-10-01,1,India,Paid Search,11111.11,7
CUST_00135,Starter,70.96,2023-07-17,,0,UK,LinkedIn Ads,2365.33,17
CUST_00136,Starter,57.27,2022-12-13,,0,India,Paid Search,1909.0,24
CUST_00137,Starter,137.92,2023-12-05,,0,USA,Paid Search,4597.33,13
CUST_00138,Growth,249.1,2024-03-16,,0,USA,Paid Search,13838.89,9
CUST_00139,Starter,0.0,2022-07-17,2023-05-01,1,UK,Paid Search,1666.67,9
CUST_00140,Growth,0.0,2022-01-04,2022-03-01,1,UK,Referral,11111.11,1
CUST_00141,Enterprise,1906.7,2023-10-14,,0,UK,Paid Search,238337.5,14
CUST_00142,Starter,80.57,2023-12-09,,0,India,LinkedIn Ads,2685.67,12
CUST_00143,Growth,0.0,2023-02-23,2023-07-01,1,USA,Organic,11111.11,4
CUST_00144,Starter,135.42,2022-01-07,,0,USA,Organic,4514.0,36
CUST_00145,Growth,339.5,2023-01-20,,0,India,Partner,18861.11,23
CUST_00146,Growth,0.0,2022-01-11,2022-09-01,1,Australia,Paid Search,11111.11,7
CUST_00147,Starter,0.0,2023-10-10,2023-12-01,1,India,LinkedIn Ads,1666.67,1
CUST_00148,Starter,111.8,2023-12-19,,0,Canada,Partner,3726.67,12
CUST_00149,Growth,0.0,2022-02-11,2024-01-01,1,India,Paid Search,11111.11,22
CUST_00150,Starter,0.0,2022-10-09,2023-02-01,1,USA,Partner,1666.67,3
CUST_00151,Growth,0.0,2022-01-20,2022-02-01,1,India,Paid Search,11111.11,0
CUST_00152,Growth,442.4,2024-09-17,,0,Australia,Partner,24577.78,3
CUST_00153,Starter,97.35,2022-02-17,,0,USA,LinkedIn Ads,3245.0,34
CUST_00154,Starter,140.5,2023-09-21,,0,Canada,Partner,4683.33,15
CUST_00155,Starter,153.06,2022-04-15,,0,USA,Referral,5102.0,33
CUST_00156,Starter,101.29,2024-02-18,,0,USA,LinkedIn Ads,3376.33,10
CUST_00157,Enterprise,2880.7,2023-03-16,,0,USA,Referral,360087.5,21
CUST_00158,Starter,0.0,2024-03-26,2024-10-01,1,USA,Organic,1666.67,6
CUST_00159,Starter,0.0,2023-11-04,2024-07-01,1,UK,Paid Search,1666.67,8
CUST_00160,Starter,68.87,2023-01-10,,0,USA,LinkedIn Ads,2295.67,24
CUST_00161,Starter,0.0,2022-10-04,2023-07-01,1,Canada,Partner,1666.67,9
CUST_00162,Starter,171.43,2024-03-11,,0,UK,Partner,5714.33,9
CUST_00163,Growth,304.19,2024-12-27,,0,UK,Paid Search,16899.44,0
CUST_00164,Enterprise,961.54,2023-01-14,,0,USA,Referral,120192.5,23
CUST_00165,Growth,282.79,2024-10-19,,0,UK,Partner,15710.56,2
CUST_00166,Growth,0.0,2023-11-14,2023-11-14,1,UK,Paid Search,11111.11,0
CUST_00167,Starter,0.0,2022-02-16,2023-02-01,1,USA,Paid Search,1666.67,11
CUST_00168,Starter,0.0,2023-11-25,2023-12-01,1,Germany,Referral,1666.67,0
CUST_00169,Growth,180.9,2024-12-13,,0,Australia,Referral,11111.11,0
CUST_00170,Growth,404.28,2023-10-27,,0,USA,Paid Search,22460.0,14
CUST_00171,Starter,0.0,2023-11-19,2024-06-01,1,UK,Partner,1666.67,6
CUST_00172,Starter,231.18,2023-12-20,,0,USA,Paid Search,7706.0,12
CUST_00173,Enterprise,348.87,2022-01-21,,0,Australia,Partner,100000.0,35
CUST_00174,Starter,124.51,2024-10-10,,0,USA,LinkedIn Ads,4150.33,2
CUST_00175,Growth,0.0,2023-10-07,2024-04-01,1,USA,Referral,11111.11,5
CUST_00176,Starter,0.0,2022-01-23,2024-07-01,1,USA,Paid Search,1666.67,29
CUST_00177,Starter,0.0,2023-03-25,2023-07-01,1,Germany,LinkedIn Ads,1666.67,3
CUST_00178,Starter,138.65,2024-03-01,,0,Australia,Partner,4621.67,10
CUST_00179,Enterprise,394.92,2024-02-20,,0,USA,Referral,100000.0,10
CUST_00180,Starter,68.07,2024-12-26,,0,USA,Paid Search,2269.0,0
CUST_00181,Growth,218.82,2023-10-10,,0,Canada,Paid Search,12156.67,14
CUST_00182,Growth,568.73,2024-01-12,,0,India,LinkedIn Ads,31596.11,11
CUST_00183,Starter,118.92,2024-06-17,,0,UK,Paid Search,3964.0,6
CUST_00184,Enterprise,432.99,2022-03-16,,0,India,Referral,100000.0,34
CUST_00185,Growth,364.58,2022-11-05,,0,India,LinkedIn Ads,20254.44,26
CUST_00186,Starter,109.85,2022-11-21,,0,India,Partner,3661.67,25
CUST_00187,Enterprise,2094.89,2023-11-09,,0,India,Paid Search,261861.25,13
CUST_00188,Starter,0.0,2024-10-11,2024-10-11,1,USA,LinkedIn Ads,1666.67,0
CUST_00189,Starter,84.99,2023-12-03,,0,UK,LinkedIn Ads,2833.0,13
CUST_00190,Starter,0.0,2024-02-12,2024-06-01,1,Germany,Paid Search,1666.67,3
CUST_00191,Starter,0.0,2022-01-21,2022-09-01,1,USA,Partner,1666.67,7
CUST_00192,Enterprise,2310.63,2022-02-19,,0,Canada,Paid Search,288828.75,34
CUST_00193,Starter,0.0,2024-01-25,2024-02-01,1,USA,LinkedIn Ads,1666.67,0
CUST_00194,Enterprise,0.0,2022-01-01,2022-10-01,1,Germany,LinkedIn Ads,100000.0,9
CUST_00195,Starter,0.0,2022-01-11,2022-08-01,1,USA,Paid Search,1666.67,6
CUST_00196,Starter,128.5,2024-11-02,,0,USA,Paid Search,4283.33,1
CUST_00197,Starter,101.54,2023-10-01,,0,Germany,Paid Search,3384.67,15
CUST_00198,Starter,131.45,2023-10-10,,0,India,Partner,4381.67,14
CUST_00199,Starter,114.5,2024-02-23,,0,USA,LinkedIn Ads,3816.67,10
CUST_00200,Growth,381.81,2024-07-02,,0,Australia,Paid Search,21211.67,6
CUST_00201,Starter,0.0,2023-11-02,2024-06-01,1,USA,Partner,1666.67,7
CUST_00202,Enterprise,1162.36,2023-01-22,,0,USA,LinkedIn Ads,145295.0,23
CUST_00203,Enterprise,1876.23,2024-02-03,,0,India,Paid Search,234528.75,11
CUST_00204,Starter,149.67,2022-07-24,,0,Canada,Organic,4989.0,29
CUST_00205,Starter,0.0,2023-02-27,2023-09-01,1,India,LinkedIn Ads,1666.67,6
CUST_00206,Growth,290.43,2023-01-01,,0,USA,Paid Search,16135.0,24
CUST_00207,Enterprise,0.0,2022-10-10,2023-09-01,1,UK,Paid Search,100000.0,10
CUST_00208,Growth,371.55,2023-11-20,,0,UK,LinkedIn Ads,20641.67,13
CUST_00209,Starter,0.0,2022-03-04,2022-11-01,1,USA,Organic,1666.67,8
CUST_00210,Starter,126.78,2023-10-27,,0,India,Organic,4226.0,14
CUST_00211,Starter,83.03,2023-12-15,,0,UK,Paid Search,2767.67,12
CUST_00212,Enterprise,360.95,2024-01-19,,0,India,Paid Search,100000.0,11
CUST_00213,Starter,65.33,2024-12-12,,0,UK,Paid Search,2177.67,0
CUST_00214,Starter,83.68,2024-12-10,,0,UK,Paid Search,2789.33,0
CUST_00215,Starter,113.78,2024-11-18,,0,USA,Paid Search,3792.67,1
CUST_00216,Starter,79.27,2023-12-04,,0,USA,Organic,2642.33,13
CUST_00217,Starter,0.0,2022-10-09,2023-11-01,1,USA,LinkedIn Ads,1666.67,12
CUST_00218,Enterprise,516.68,2023-07-16,,0,Germany,Partner,100000.0,17
CUST_00219,Growth,396.85,2022-07-12,,0,Australia,LinkedIn Ads,22047.22,30
CUST_00220,Enterprise,0.0,2022-07-03,2024-04-01,1,UK,Paid Search,100000.0,21
CUST_00221,Starter,0.0,2024-02-01,2024-03-01,1,USA,Referral,1666.67,0
CUST_00222,Starter,63.69,2024-04-13,,0,USA,Paid Search,2123.0,8
CUST_00223,Starter,0.0,2022-02-17,2022-09-01,1,Australia,Paid Search,1666.67,6
CUST_00224,Growth,0.0,2022-02-18,2022-03-01,1,USA,Paid Search,11111.11,0
CUST_00225,Starter,0.0,2022-07-24,2023-10-01,1,Canada,Paid Search,1666.67,14
CUST_00226,Starter,0.0,2022-11-15,2023-01-01,1,India,Partner,1666.67,1
CUST_00227,Starter,142.93,2023-11-16,,0,Germany,Paid Search,4764.33,13
CUST_00228,Enterprise,0.0,2022-10-12,2024-06-01,1,Germany,Organic,100000.0,19
CUST_00229,Starter,0.0,2023-10-21,2023-11-01,1,Germany,Referral,1666.67,0
CUST_00230,Starter,0.0,2023-11-12,2024-09-01,1,India,Organic,1666.67,9
CUST_00231,Starter,0.0,2022-10-20,2023-06-01,1,India,LinkedIn Ads,1666.67,7
CUST_00232,Growth,642.91,2024-03-17,,0,USA,Partner,35717.22,9
CUST_00233,Starter,0.0,2022-03-03,2023-05-01,1,Germany,Paid Search,1666.67,14
CUST_00234,Enterprise,938.14,2023-11-05,,0,USA,Referral,117267.5,14
CUST_00235,Growth,0.0,2022-03-09,2024-02-01,1,UK,Organic,11111.11,23
CUST_00236,Starter,114.91,2023-12-09,,0,USA,Paid Search,3830.33,12
CUST_00237,Enterprise,1630.18,2022-03-05,,0,USA,Paid Search,203772.5,34
CUST_00238,Growth,0.0,2022-03-07,2024-01-01,1,USA,Partner,11111.11,22
CUST_00239,Starter,0.0,2023-02-16,2023-07-01,1,USA,LinkedIn Ads,1666.67,4
CUST_00240,Enterprise,1724.06,2024-06-16,,0,Australia,LinkedIn Ads,215507.5,6
CUST_00241,Starter,132.06,2024-03-07,,0,Germany,Paid Search,4402.0,9
CUST_00242,Enterprise,2366.3,2022-11-20,,0,India,LinkedIn Ads,295787.5,25
CUST_00243,Starter,0.0,2024-11-11,2024-12-01,1,Canada,LinkedIn Ads,1666.67,0
CUST_00244,Growth,358.67,2022-10-03,,0,India,Partner,19926.11,27
CUST_00245,Growth,0.0,2023-03-11,2023-12-01,1,USA,Referral,11111.11,8
CUST_00246,Starter,65.81,2022-10-13,,0,Australia,Referral,2193.67,27
CUST_00247,Enterprise,1717.51,2022-01-05,,0,Germany,Paid Search,214688.75,36
CUST_00248,Enterprise,1114.6,2022-12-04,,0,India,Paid Search,139325.0,25
CUST_00249,Growth,0.0,2023-01-27,2023-09-01,1,USA,Partner,11111.11,7
CUST_00250,Starter,0.0,2022-10-20,2024-01-01,1,UK,Organic,1666.67,14
CUST_00251,Starter,92.28,2024-04-17,,0,India,Paid Search,3076.0,8
CUST_00252,Growth,481.8,2024-02-26,,0,USA,LinkedIn Ads,26766.67,10
CUST_00253,Enterprise,1966.19,2023-11-12,,0,Canada,Paid Search,245773.75,13
CUST_00254,Starter,161.1,2022-04-12,,0,USA,Partner,5370.0,33
CUST_00255,Enterprise,1196.64,2023-10-16,,0,Germany,LinkedIn Ads,149580.0,14
CUST_00256,Starter,0.0,2023-10-04,2024-11-01,1,Canada,Paid Search,1666.67,13
CUST_00257,Growth,382.89,2023-09-13,,0,Germany,Partner,21271.67,15
CUST_00258,Enterprise,2783.05,2024-11-26,,0,USA,Partner,347881.25,1
CUST_00259,Starter,0.0,2022-02-01,2022-05-01,1,India,Paid Search,1666.67,2
CUST_00260,Starter,0.0,2022-05-27,2022-10-01,1,UK,LinkedIn Ads,1666.67,4
CUST_00261,Starter,126.77,2023-01-13,,0,Canada,Paid Search,4225.67,23
CUST_00262,Starter,125.03,2023-03-23,,0,USA,LinkedIn Ads,4167.67,21
CUST_00263,Starter,0.0,2023-02-21,2024-11-01,1,USA,Organic,1666.67,20
CUST_00264,Starter,141.38,2024-11-04,,0,Australia,Organic,4712.67,1
CUST_00265,Starter,0.0,2022-01-02,2023-12-01,1,India,Partner,1666.67,23
CUST_00266,Starter,54.88,2023-12-01,,0,USA,Organic,1829.33,13
CUST_00267,Starter,0.0,2024-01-22,2024-05-01,1,USA,Paid Search,1666.67,3
CUST_00268,Enterprise,1928.14,2023-02-02,,0,Germany,Partner,241017.5,23
CUST_00269,Starter,104.53,2022-03-14,,0,USA,Organic,3484.33,34
CUST_00270,Growth,329.5,2023-01-22,,0,India,Paid Search,18305.56,23
CUST_00271,Starter,118.85,2024-02-23,,0,Canada,LinkedIn Ads,3961.67,10
CUST_00272,Growth,0.0,2023-11-16,2024-04-01,1,Australia,Partner,11111.11,4
CUST_00273,Starter,0.0,2023-11-23,2024-11-01,1,UK,Paid Search,1666.67,11
CUST_00274,Starter,0.0,2022-10-24,2023-11-01,1,Germany,Organic,1666.67,12
CUST_00275,Starter,76.07,2022-02-25,,0,USA,Paid Search,2535.67,34
CUST_00276,Starter,154.15,2024-03-09,,0,UK,Paid Search,5138.33,9
CUST_00277,Starter,0.0,2023-12-09,2024-09-01,1,India,Referral,1666.67,8
CUST_00278,Starter,112.85,2023-10-03,,0,Canada,Paid Search,3761.67,15
CUST_00279,Growth,271.68,2023-02-10,,0,USA,Partner,15093.33,23
CUST_00280,Enterprise,1800.79,2022-07-21,,0,India,Paid Search,225098.75,29
CUST_00281,Growth,455.31,2023-01-06,,0,Australia,LinkedIn Ads,25295.0,24
CUST_00282,Starter,146.15,2023-10-19,,0,Germany,LinkedIn Ads,4871.67,14
CUST_00283,Growth,208.8,2024-12-19,,0,India,Paid Search,11600.0,0
CUST_00284,Starter,54.32,2024-03-01,,0,Australia,Referral,1810.67,10
CUST_00285,Enterprise,502.14,2022-01-17,,0,India,Paid Search,100000.0,35
CUST_00286,Enterprise,0.0,2024-07-26,2024-12-01,1,Australia,Paid Search,100000.0,4
CUST_00287,Starter,0.0,2022-02-27,2024-05-01,1,UK,LinkedIn Ads,1666.67,26
CUST_00288,Starter,0.0,2023-01-03,2023-04-01,1,Canada,LinkedIn Ads,1666.67,2
CUST_00289,Starter,119.74,2024-02-27,,0,Germany,Paid Search,3991.33,10
CUST_00290,Starter,0.0,2024-03-02,2024-06-01,1,USA,Paid Search,1666.67,3
CUST_00291,Starter,117.09,2023-10-16,,0,India,LinkedIn Ads,3903.0,14
CUST_00292,Growth,521.91,2023-04-13,,0,India,Paid Search,28995.0,20
CUST_00293,Starter,0.0,2022-12-15,2023-08-01,1,India,Organic,1666.67,7
CUST_00294,Growth,264.69,2022-10-08,,0,USA,Referral,14705.0,27
CUST_00295,Starter,76.8,2024-11-11,,0,USA,Partner,2560.0,1
CUST_00296,Starter,109.82,2024-01-01,,0,UK,LinkedIn Ads,3660.67,12
CUST_00297,Starter,131.94,2022-11-06,,0,Canada,Paid Search,4398.0,26
CUST_00298,Growth,344.55,2023-10-26,,0,UK,Paid Search,19141.67,14
CUST_00299,Enterprise,2535.96,2024-05-14,,0,Germany,LinkedIn Ads,316995.0,7
CUST_00300,Starter,0.0,2022-02-18,2023-08-01,1,Germany,Organic,1666.67,17
CUST_00301,Starter,62.33,2024-12-26,,0,Canada,Partner,2077.67,0
CUST_00302,Growth,0.0,2022-02-18,2022-03-01,1,USA,LinkedIn Ads,11111.11,0
CUST_00303,Enterprise,2629.38,2024-07-17,,0,India,Paid Search,328672.5,5
CUST_00304,Starter,0.0,2022-03-20,2022-04-01,1,Germany,LinkedIn Ads,1666.67,0
CUST_00305,Starter,60.56,2023-11-08,,0,USA,Organic,2018.67,13
CUST_00306,Enterprise,2416.99,2023-03-15,,0,USA,LinkedIn Ads,302123.75,21
CUST_00307,Starter,0.0,2023-10-01,2024-05-01,1,USA,LinkedIn Ads,1666.67,7
CUST_00308,Growth,279.64,2024-09-18,,0,USA,Partner,15535.56,3
CUST_00309,Starter,0.0,2024-03-26,2024-07-01,1,India,Organic,1666.67,3
CUST_00310,Growth,334.86,2024-11-17,,0,India,LinkedIn Ads,18603.33,1
CUST_00311,Growth,332.62,2024-02-20,,0,UK,Paid Search,18478.89,10
CUST_00312,Starter,0.0,2023-11-06,2024-10-01,1,USA,LinkedIn Ads,1666.67,11
CUST_00313,Starter,137.04,2024-11-17,,0,USA,Partner,4568.0,1
CUST_00314,Growth,304.15,2022-11-25,,0,UK,Referral,16897.22,25
CUST_00315,Enterprise,1133.67,2023-10-24,,0,USA,Referral,141708.75,14
CUST_00316,Starter,104.47,2022-02-19,,0,USA,LinkedIn Ads,3482.33,34
