customer_id,month,year,quarter,month_number,month_name,mrr,event_type
CUST_00003,2024-03,2024,Q1,3,March,524.37,recurring
CUST_00003,2024-04,2024,Q2,4,April,524.37,recurring
CUST_00003,2024-05,2024,Q2,5,May,524.37,recurring
CUST_00003,2024-06,2024,Q2,6,June,524.37,recurring
CUST_00003,2024-07,2024,Q3,7,July,524.37,recurring
CUST_00003,2024-08,2024,Q3,8,August,524.37,recurring
CUST_00003,2024-09,2024,Q3,9,September,524.37,recurring
CUST_00003,2024-10,2024,Q4,10,October,524.37,recurring
CUST_00003,2024-11,2024,Q4,11,November,524.37,recurring
CUST_00003,2024-12,2024,Q4,12,December,524.37,recurring
CUST_00004,2023-11,2023,Q4,11,November,2005.54,recurring
CUST_00004,2023-12,2023,Q4,12,December,2005.54,recurring
CUST_00004,2024-01,2024,Q1,1,January,2005.54,recurring
CUST_00004,2024-02,2024,Q1,2,February,2005.54,recurring
CUST_00004,2024-03,2024,Q1,3,March,2005.54,recurring
CUST_00004,2024-04,2024,Q2,4,April,2005.54,recurring
CUST_00004,2024-05,2024,Q2,5,May,2005.54,recurring
CUST_00004,2024-06,2024,Q2,6,June,2005.54,recurring
CUST_00004,2024-07,2024,Q3,7,July,2005.54,recurring
CUST_00004,2024-08,2024,Q3,8,August,2005.54,recurring
CUST_00004,2024-09,2024,Q3,9,September,2005.54,recurring
CUST_00004,2024-10,2024,Q4,10,October,2005.54,recurring
CUST_00004,2024-11,2024,Q4,11,November,2005.54,recurring
CUST_00004,2024-12,2024,Q4,12,December,2005.54,recurring
CUST_00005,2024-04,2024,Q2,4,April,2991.05,recurring
CUST_00005,2024-05,2024,Q2,5,May,2991.05,recurring
CUST_00005,2024-06,2024,Q2,6,June,2991.05,recurring
CUST_00005,2024-07,2024,Q3,7,July,2991.05,recurring
CUST_00005,2024-08,2024,Q3,8,August,2991.05,recurring
CUST_00005,2024-09,2024,Q3,9,September,2991.05,recurring
CUST_00005,2024-10,2024,Q4,10,October,2991.05,recurring
CUST_00005,2024-11,2024,Q4,11,November,2991.05,recurring
CUST_00005,2024-12,2024,Q4,12,December,2991.05,recurring
CUST_00006,2023-04,2023,Q2,4,April,83.03,recurring
CUST_00006,2023-05,2023,Q2,5,May,83.03,recurring
CUST_00006,2023-06,2023,Q2,6,June,83.03,recurring
CUST_00006,2023-07,2023,Q3,7,July,83.03,recurring
CUST_00006,2023-08,2023,Q3,8,August,83.03,recurring
CUST_00006,2023-09,2023,Q3,9,September,83.03,recurring
CUST_00006,2023-10,2023,Q4,10,October,78.5,contraction
CUST_00006,2023-11,2023,Q4,11,November,78.5,recurring
CUST_00006,2023-12,2023,Q4,12,December,78.5,recurring
CUST_00006,2024-01,2024,Q1,1,January,78.5,recurring
CUST_00006,2024-02,2024,Q1,2,February,78.5,recurring
CUST_00006,2024-03,2024,Q1,3,March,78.5,recurring
CUST_00006,2024-04,2024,Q2,4,April,96.89,expansion
CUST_00006,2024-05,2024,Q2,5,May,96.89,recurring
CUST_00006,2024-06,2024,Q2,6,June,96.89,recurring
CUST_00006,2024-07,2024,Q3,7,July,96.89,recurring
CUST_00006,2024-08,2024,Q3,8,August,96.89,recurring
CUST_00006,2024-09,2024,Q3,9,September,96.89,recurring
CUST_00006,2024-10,2024,Q4,10,October,96.89,recurring
CUST_00006,2024-11,2024,Q4,11,November,96.89,recurring
CUST_00006,2024-12,2024,Q4,12,December,96.89,recurring
CUST_00007,2022-05,2022,Q2,5,May,109.41,recurring
CUST_00007,2022-06,2022,Q2,6,June,109.41,recurring
CUST_00007,2022-07,2022,Q3,7,July,88.76,contraction
CUST_00007,2022-08,2022,Q3,8,August,88.76,recurring
CUST_00007,2022-09,2022,Q3,9,September,88.76,recurring
CUST_00007,2022-10,2022,Q4,10,October,88.76,recurring
CUST_00007,2022-11,2022,Q4,11,November,88.76,recurring
CUST_00007,2022-12,2022,Q4,12,December,88.76,recurring
CUST_00007,2023-01,2023,Q1,1,January,88.76,recurring
CUST_00007,2023-02,2023,Q1,2,February,88.76,recurring
CUST_00007,2023-03,2023,Q1,3,March,88.76,recurring
CUST_00007,2023-04,2023,Q2,4,April,77.64,contraction
CUST_00007,2023-05,2023,Q2,5,May,77.64,recurring
CUST_00007,2023-06,2023,Q2,6,June,77.64,recurring
CUST_00007,2023-07,2023,Q3,7,July,77.64,recurring
CUST_00007,2023-08,2023,Q3,8,August,77.64,recurring
CUST_00007,2023-09,2023,Q3,9,September,77.64,recurring
CUST_00007,2023-10,2023,Q4,10,October,77.64,recurring
CUST_00007,2023-11,2023,Q4,11,November,77.64,recurring
CUST_00007,2023-12,2023,Q4,12,December,77.64,recurring
CUST_00007,2024-01,2024,Q1,1,January,77.64,recurring
CUST_00007,2024-02,2024,Q1,2,February,77.64,recurring
CUST_00007,2024-03,2024,Q1,3,March,77.64,recurring
CUST_00007,2024-04,2024,Q2,4,April,77.64,recurring
CUST_00007,2024-05,2024,Q2,5,May,77.64,recurring
CUST_00007,2024-06,2024,Q2,6,June,103.75,expansion
CUST_00007,2024-07,2024,Q3,7,July,103.75,recurring
CUST_00007,2024-08,2024,Q3,8,August,103.75,recurring
CUST_00007,2024-09,2024,Q3,9,September,103.75,recurring
CUST_00007,2024-10,2024,Q4,10,October,103.75,recurring
CUST_00007,2024-11,2024,Q4,11,November,103.75,recurring
CUST_00007,2024-12,2024,Q4,12,December,103.75,recurring
CUST_00008,2022-12,2022,Q4,12,December,100.34,recurring
CUST_00008,2023-01,2023,Q1,1,January,100.34,recurring
CUST_00008,2023-02,2023,Q1,2,February,0.0,churn
CUST_00009,2024-08,2024,Q3,8,August,359.38,recurring
CUST_00009,2024-09,2024,Q3,9,September,359.38,recurring
CUST_00009,2024-10,2024,Q4,10,October,359.38,recurring
CUST_00009,2024-11,2024,Q4,11,November,359.38,recurring
CUST_00009,2024-12,2024,Q4,12,December,359.38,recurring
CUST_00010,2023-01,2023,Q1,1,January,108.42,recurring
CUST_00010,2023-02,2023,Q1,2,February,108.42,recurring
CUST_00010,2023-03,2023,Q1,3,March,108.42,recurring
CUST_00010,2023-04,2023,Q2,4,April,108.42,recurring
CUST_00010,2023-05,2023,Q2,5,May,0.0,churn
CUST_00011,2022-12,2022,Q4,12,December,139.68,recurring
CUST_00011,2023-01,2023,Q1,1,January,139.68,recurring
CUST_00011,2023-02,2023,Q1,2,February,0.0,churn
CUST_00012,2024-08,2024,Q3,8,August,126.95,recurring
CUST_00012,2024-09,2024,Q3,9,September,126.95,recurring
CUST_00012,2024-10,2024,Q4,10,October,126.95,recurring
CUST_00012,2024-11,2024,Q4,11,November,126.95,recurring
CUST_00012,2024-12,2024,Q4,12,December,126.95,recurring
CUST_00013,2022-04,2022,Q2,4,April,91.18,recurring
CUST_00013,2022-05,2022,Q2,5,May,91.18,recurring
CUST_00013,2022-06,2022,Q2,6,June,91.18,recurring
CUST_00013,2022-07,2022,Q3,7,July,91.18,recurring
CUST_00013,2022-08,2022,Q3,8,August,91.18,recurring
CUST_00013,2022-09,2022,Q3,9,September,91.18,recurring
CUST_00013,2022-10,2022,Q4,10,October,91.18,recurring
CUST_00013,2022-11,2022,Q4,11,November,91.18,recurring
CUST_00013,2022-12,2022,Q4,12,December,91.18,recurring
CUST_00013,2023-01,2023,Q1,1,January,91.18,recurring
CUST_00013,2023-02,2023,Q1,2,February,91.18,recurring
CUST_00013,2023-03,2023,Q1,3,March,91.18,recurring
CUST_00013,2023-04,2023,Q2,4,April,91.18,recurring
CUST_00013,2023-05,2023,Q2,5,May,91.18,recurring
CUST_00013,2023-06,2023,Q2,6,June,91.18,recurring
CUST_00013,2023-07,2023,Q3,7,July,91.18,recurring
CUST_00013,2023-08,2023,Q3,8,August,91.18,recurring
CUST_00013,2023-09,2023,Q3,9,September,91.18,recurring
CUST_00013,2023-10,2023,Q4,10,October,91.18,recurring
CUST_00013,2023-11,2023,Q4,11,November,91.18,recurring
CUST_00013,2023-12,2023,Q4,12,December,91.18,recurring
CUST_00013,2024-01,2024,Q1,1,January,91.18,recurring
CUST_00013,2024-02,2024,Q1,2,February,91.18,recurring
CUST_00013,2024-03,2024,Q1,3,March,91.18,recurring
CUST_00013,2024-04,2024,Q2,4,April,91.18,recurring
CUST_00013,2024-05,2024,Q2,5,May,91.18,recurring
CUST_00013,2024-06,2024,Q2,6,June,91.18,recurring
CUST_00013,2024-07,2024,Q3,7,July,0.0,churn
CUST_00014,2023-10,2023,Q4,10,October,2083.46,recurring
CUST_00014,2023-11,2023,Q4,11,November,2083.46,recurring
CUST_00014,2023-12,2023,Q4,12,December,1939.32,contraction
CUST_00014,2024-01,2024,Q1,1,January,1939.32,recurring
CUST_00014,2024-02,2024,Q1,2,February,1939.32,recurring
CUST_00014,2024-03,2024,Q1,3,March,1939.32,recurring
CUST_00014,2024-04,2024,Q2,4,April,1939.32,recurring
CUST_00014,2024-05,2024,Q2,5,May,1939.32,recurring
CUST_00014,2024-06,2024,Q2,6,June,1939.32,recurring
CUST_00014,2024-07,2024,Q3,7,July,1939.32,recurring
CUST_00014,2024-08,2024,Q3,8,August,1939.32,recurring
CUST_00014,2024-09,2024,Q3,9,September,1939.32,recurring
CUST_00014,2024-10,2024,Q4,10,October,1939.32,recurring
CUST_00014,2024-11,2024,Q4,11,November,1939.32,recurring
CUST_00014,2024-12,2024,Q4,12,December,1939.32,recurring
CUST_00015,2022-01,2022,Q1,1,January,98.08,recurring
CUST_00015,2022-02,2022,Q1,2,February,98.08,recurring
CUST_00015,2022-03,2022,Q1,3,March,98.08,recurring
CUST_00015,2022-04,2022,Q2,4,April,98.08,recurring
CUST_00015,2022-05,2022,Q2,5,May,98.08,recurring
CUST_00015,2022-06,2022,Q2,6,June,98.08,recurring
CUST_00015,2022-07,2022,Q3,7,July,98.08,recurring
CUST_00015,2022-08,2022,Q3,8,August,98.08,recurring
CUST_00015,2022-09,2022,Q3,9,September,98.08,recurring
CUST_00015,2022-10,2022,Q4,10,October,98.08,recurring
CUST_00015,2022-11,2022,Q4,11,November,98.08,recurring
CUST_00015,2022-12,2022,Q4,12,December,98.08,recurring
CUST_00015,2023-01,2023,Q1,1,January,98.08,recurring
CUST_00015,2023-02,2023,Q1,2,February,98.08,recurring
CUST_00015,2023-03,2023,Q1,3,March,98.08,recurring
CUST_00015,2023-04,2023,Q2,4,April,98.08,recurring
CUST_00015,2023-05,2023,Q2,5,May,98.08,recurring
CUST_00015,2023-06,2023,Q2,6,June,98.08,recurring
CUST_00015,2023-07,2023,Q3,7,July,98.08,recurring
CUST_00015,2023-08,2023,Q3,8,August,98.08,recurring
CUST_00015,2023-09,2023,Q3,9,September,98.08,recurring
CUST_00015,2023-10,2023,Q4,10,October,98.08,recurring
CUST_00015,2023-11,2023,Q4,11,November,98.08,recurring
CUST_00015,2023-12,2023,Q4,12,December,98.08,recurring
CUST_00015,2024-01,2024,Q1,1,January,98.08,recurring
CUST_00015,2024-02,2024,Q1,2,February,98.08,recurring
CUST_00015,2024-03,2024,Q1,3,March,98.08,recurring
CUST_00015,2024-04,2024,Q2,4,April,98.08,recurring
CUST_00015,2024-05,2024,Q2,5,May,98.08,recurring
CUST_00015,2024-06,2024,Q2,6,June,98.08,recurring
CUST_00015,2024-07,2024,Q3,7,July,98.08,recurring
CUST_00015,2024-08,2024,Q3,8,August,98.08,recurring
CUST_00015,2024-09,2024,Q3,9,September,98.08,recurring
CUST_00015,2024-10,2024,Q4,10,October,98.08,recurring
CUST_00015,2024-11,2024,Q4,11,November,98.08,recurring
CUST_00015,2024-12,2024,Q4,12,December,98.08,recurring
CUST_00016,2022-12,2022,Q4,12,December,327.56,recurring
CUST_00016,2023-01,2023,Q1,1,January,327.56,recurring
CUST_00016,2023-02,2023,Q1,2,February,327.56,recurring
CUST_00016,2023-03,2023,Q1,3,March,327.56,recurring
CUST_00016,2023-04,2023,Q2,4,April,306.97,contraction
CUST_00016,2023-05,2023,Q2,5,May,306.97,recurring
CUST_00016,2023-06,2023,Q2,6,June,306.97,recurring
CUST_00016,2023-07,2023,Q3,7,July,306.97,recurring
CUST_00016,2023-08,2023,Q3,8,August,251.88,contraction
CUST_00016,2023-09,2023,Q3,9,September,251.88,recurring
CUST_00016,2023-10,2023,Q4,10,October,251.88,recurring
CUST_00016,2023-11,2023,Q4,11,November,251.88,recurring
CUST_00016,2023-12,2023,Q4,12,December,251.88,recurring
CUST_00016,2024-01,2024,Q1,1,January,251.88,recurring
CUST_00016,2024-02,2024,Q1,2,February,251.88,recurring
CUST_00016,2024-03,2024,Q1,3,March,251.88,recurring
CUST_00016,2024-04,2024,Q2,4,April,251.88,recurring
CUST_00016,2024-05,2024,Q2,5,May,251.88,recurring
CUST_00016,2024-06,2024,Q2,6,June,251.88,recurring
CUST_00016,2024-07,2024,Q3,7,July,309.48,expansion
CUST_00016,2024-08,2024,Q3,8,August,309.48,recurring
CUST_00016,2024-09,2024,Q3,9,September,309.48,recurring
CUST_00016,2024-10,2024,Q4,10,October,309.48,recurring
CUST_00016,2024-11,2024,Q4,11,November,309.48,recurring
CUST_00016,2024-12,2024,Q4,12,December,309.48,recurring
CUST_00017,2023-03,2023,Q1,3,March,356.39,recurring
CUST_00017,2023-04,2023,Q2,4,April,356.39,recurring
CUST_00017,2023-05,2023,Q2,5,May,356.39,recurring
CUST_00017,2023-06,2023,Q2,6,June,356.39,recurring
CUST_00017,2023-07,2023,Q3,7,July,356.39,recurring
CUST_00017,2023-08,2023,Q3,8,August,356.39,recurring
CUST_00017,2023-09,2023,Q3,9,September,356.39,recurring
CUST_00017,2023-10,2023,Q4,10,October,356.39,recurring
CUST_00017,2023-11,2023,Q4,11,November,356.39,recurring
CUST_00017,2023-12,2023,Q4,12,December,356.39,recurring
CUST_00017,2024-01,2024,Q1,1,January,356.39,recurring
CUST_00017,2024-02,2024,Q1,2,February,458.51,expansion
CUST_00017,2024-03,2024,Q1,3,March,458.51,recurring
CUST_00017,2024-04,2024,Q2,4,April,458.51,recurring
CUST_00017,2024-05,2024,Q2,5,May,458.51,recurring
CUST_00017,2024-06,2024,Q2,6,June,458.51,recurring
CUST_00017,2024-07,2024,Q3,7,July,458.51,recurring
CUST_00017,2024-08,2024,Q3,8,August,458.51,recurring
CUST_00017,2024-09,2024,Q3,9,September,379.56,contraction
CUST_00017,2024-10,2024,Q4,10,October,0.0,churn
CUST_00018,2023-01,2023,Q1,1,January,283.07,contraction
CUST_00018,2023-02,2023,Q1,2,February,283.07,recurring
CUST_00018,2023-03,2023,Q1,3,March,283.07,recurring
CUST_00018,2023-04,2023,Q2,4,April,283.07,recurring
CUST_00018,2023-05,2023,Q2,5,May,283.07,recurring
CUST_00018,2023-06,2023,Q2,6,June,283.07,recurring
CUST_00018,2023-07,2023,Q3,7,July,283.07,recurring
CUST_00018,2023-08,2023,Q3,8,August,283.07,recurring
CUST_00018,2023-09,2023,Q3,9,September,283.07,recurring
CUST_00018,2023-10,2023,Q4,10,October,283.07,recurring
CUST_00018,2023-11,2023,Q4,11,November,283.07,recurring
CUST_00018,2023-12,2023,Q4,12,December,283.07,recurring
CUST_00018,2024-01,2024,Q1,1,January,283.07,recurring
CUST_00018,2024-02,2024,Q1,2,February,358.15,expansion
CUST_00018,2024-03,2024,Q1,3,March,358.15,recurring
CUST_00018,2024-04,2024,Q2,4,April,358.15,recurring
CUST_00018,2024-05,2024,Q2,5,May,358.15,recurring
CUST_00018,2024-06,2024,Q2,6,June,358.15,recurring
CUST_00018,2024-07,2024,Q3,7,July,358.15,recurring
CUST_00018,2024-08,2024,Q3,8,August,358.15,recurring
CUST_00018,2024-09,2024,Q3,9,September,358.15,recurring
CUST_00018,2024-10,2024,Q4,10,October,358.15,recurring
CUST_00018,2024-11,2024,Q4,11,November,358.15,recurring
CUST_00018,2024-12,2024,Q4,12,December,358.15,recurring
CUST_00019,2024-11,2024,Q4,11,November,496.28,expansion
CUST_00019,2024-12,2024,Q4,12,December,496.28,recurring
CUST_00020,2022-01,2022,Q1,1,January,116.21,recurring
CUST_00020,2022-02,2022,Q1,2,February,116.21,recurring
CUST_00020,2022-03,2022,Q1,3,March,116.21,recurring
CUST_00020,2022-04,2022,Q2,4,April,116.21,recurring
CUST_00020,2022-05,2022,Q2,5,May,116.21,recurring
CUST_00020,2022-06,2022,Q2,6,June,116.21,recurring
CUST_00020,2022-07,2022,Q3,7,July,116.21,recurring
CUST_00020,2022-08,2022,Q3,8,August,116.21,recurring
CUST_00020,2022-09,2022,Q3,9,September,116.21,recurring
CUST_00020,2022-10,2022,Q4,10,October,116.21,recurring
CUST_00020,2022-11,2022,Q4,11,November,116.21,recurring
CUST_00020,2022-12,2022,Q4,12,December,97.97,contraction
CUST_00020,2023-01,2023,Q1,1,January,97.97,recurring
CUST_00020,2023-02,2023,Q1,2,February,97.97,recurring
CUST_00020,2023-03,2023,Q1,3,March,97.97,recurring
CUST_00020,2023-04,2023,Q2,4,April,97.97,recurring
CUST_00020,2023-05,2023,Q2,5,May,97.97,recurring
CUST_00020,2023-06,2023,Q2,6,June,97.97,recurring
CUST_00020,2023-07,2023,Q3,7,July,97.97,recurring
CUST_00020,2023-08,2023,Q3,8,August,97.97,recurring
CUST_00020,2023-09,2023,Q3,9,September,97.97,recurring
CUST_00020,2023-10,2023,Q4,10,October,97.97,recurring
CUST_00020,2023-11,2023,Q4,11,November,97.97,recurring
CUST_00020,2023-12,2023,Q4,12,December,97.97,recurring
CUST_00020,2024-01,2024,Q1,1,January,97.97,recurring
CUST_00020,2024-02,2024,Q1,2,February,97.97,recurring
CUST_00020,2024-03,2024,Q1,3,March,113.32,expansion
CUST_00020,2024-04,2024,Q2,4,April,113.32,recurring
CUST_00020,2024-05,2024,Q2,5,May,113.32,recurring
CUST_00020,2024-06,2024,Q2,6,June,113.32,recurring
CUST_00020,2024-07,2024,Q3,7,July,113.32,recurring
CUST_00020,2024-08,2024,Q3,8,August,113.32,recurring
CUST_00020,2024-09,2024,Q3,9,September,113.32,recurring
CUST_00020,2024-10,2024,Q4,10,October,113.32,recurring
CUST_00020,2024-11,2024,Q4,11,November,113.32,recurring
CUST_00020,2024-12,2024,Q4,12,December,113.32,recurring
CUST_00021,2022-11,2022,Q4,11,November,104.32,recurring
CUST_00021,2022-12,2022,Q4,12,December,104.32,recurring
CUST_00021,2023-01,2023,Q1,1,January,104.32,recurring
CUST_00021,2023-02,2023,Q1,2,February,104.32,recurring
CUST_00021,2023-03,2023,Q1,3,March,104.32,recurring
CUST_00021,2023-04,2023,Q2,4,April,104.32,recurring
CUST_00021,2023-05,2023,Q2,5,May,104.32,recurring
CUST_00021,2023-06,2023,Q2,6,June,104.32,recurring
CUST_00021,2023-07,2023,Q3,7,July,104.32,recurring
CUST_00021,2023-08,2023,Q3,8,August,104.32,recurring
CUST_00021,2023-09,2023,Q3,9,September,104.32,recurring
CUST_00021,2023-10,2023,Q4,10,October,0.0,churn
CUST_00022,2023-02,2023,Q1,2,February,2797.2,recurring
CUST_00022,2023-03,2023,Q1,3,March,2797.2,recurring
CUST_00022,2023-04,2023,Q2,4,April,2797.2,recurring
CUST_00022,2023-05,2023,Q2,5,May,2797.2,recurring
CUST_00022,2023-06,2023,Q2,6,June,2797.2,recurring
CUST_00022,2023-07,2023,Q3,7,July,2797.2,recurring
CUST_00022,2023-08,2023,Q3,8,August,2797.2,recurring
CUST_00022,2023-09,2023,Q3,9,September,2797.2,recurring
CUST_00022,2023-10,2023,Q4,10,October,2797.2,recurring
CUST_00022,2023-11,2023,Q4,11,November,2797.2,recurring
CUST_00022,2023-12,2023,Q4,12,December,2797.2,recurring
CUST_00022,2024-01,2024,Q1,1,January,2797.2,recurring
CUST_00022,2024-02,2024,Q1,2,February,2797.2,recurring
CUST_00022,2024-03,2024,Q1,3,March,2797.2,recurring
CUST_00022,2024-04,2024,Q2,4,April,2797.2,recurring
CUST_00022,2024-05,2024,Q2,5,May,2797.2,recurring
CUST_00022,2024-06,2024,Q2,6,June,2797.2,recurring
CUST_00022,2024-07,2024,Q3,7,July,2797.2,recurring
CUST_00022,2024-08,2024,Q3,8,August,2797.2,recurring
CUST_00022,2024-09,2024,Q3,9,September,2797.2,recurring
CUST_00022,2024-10,2024,Q4,10,October,2797.2,recurring
CUST_00022,2024-11,2024,Q4,11,November,2797.2,recurring
CUST_00022,2024-12,2024,Q4,12,December,2797.2,recurring
CUST_00023,2023-10,2023,Q4,10,October,349.46,recurring
CUST_00023,2023-11,2023,Q4,11,November,349.46,recurring
CUST_00023,2023-12,2023,Q4,12,December,349.46,recurring
CUST_00023,2024-01,2024,Q1,1,January,349.46,recurring
CUST_00023,2024-02,2024,Q1,2,February,349.46,recurring
CUST_00023,2024-03,2024,Q1,3,March,349.46,recurring
CUST_00023,2024-04,2024,Q2,4,April,349.46,recurring
CUST_00023,2024-05,2024,Q2,5,May,349.46,recurring
CUST_00023,2024-06,2024,Q2,6,June,349.46,recurring
CUST_00023,2024-07,2024,Q3,7,July,349.46,recurring
CUST_00023,2024-08,2024,Q3,8,August,349.46,recurring
CUST_00023,2024-09,2024,Q3,9,September,349.46,recurring
CUST_00023,2024-10,2024,Q4,10,October,349.46,recurring
CUST_00023,2024-11,2024,Q4,11,November,349.46,recurring
CUST_00023,2024-12,2024,Q4,12,December,349.46,recurring
CUST_00024,2023-11,2023,Q4,11,November,79.15,contraction
CUST_00024,2023-12,2023,Q4,12,December,79.15,recurring
CUST_00024,2024-01,2024,Q1,1,January,79.15,recurring
CUST_00024,2024-02,2024,Q1,2,February,79.15,recurring
CUST_00024,2024-03,2024,Q1,3,March,79.15,recurring
CUST_00024,2024-04,2024,Q2,4,April,79.15,recurring
CUST_00024,2024-05,2024,Q2,5,May,79.15,recurring
CUST_00024,2024-06,2024,Q2,6,June,79.15,recurring
CUST_00024,2024-07,2024,Q3,7,July,79.15,recurring
CUST_00024,2024-08,2024,Q3,8,August,79.15,recurring
CUST_00024,2024-09,2024,Q3,9,September,79.15,recurring
CUST_00024,2024-10,2024,Q4,10,October,79.15,recurring
CUST_00024,2024-11,2024,Q4,11,November,79.15,recurring
CUST_00024,2024-12,2024,Q4,12,December,79.15,recurring
CUST_00025,2023-02,2023,Q1,2,February,241.9,recurring
CUST_00025,2023-03,2023,Q1,3,March,241.9,recurring
CUST_00025,2023-04,2023,Q2,4,April,241.9,recurring
CUST_00025,2023-05,2023,Q2,5,May,241.9,recurring
CUST_00025,2023-06,2023,Q2,6,June,241.9,recurring
CUST_00025,2023-07,2023,Q3,7,July,241.9,recurring
CUST_00025,2023-08,2023,Q3,8,August,241.9,recurring
CUST_00025,2023-09,2023,Q3,9,September,241.9,recurring
CUST_00025,2023-10,2023,Q4,10,October,241.9,recurring
CUST_00025,2023-11,2023,Q4,11,November,241.9,recurring
CUST_00025,2023-12,2023,Q4,12,December,241.9,recurring
CUST_00025,2024-01,2024,Q1,1,January,241.9,recurring
CUST_00025,2024-02,2024,Q1,2,February,241.9,recurring
CUST_00025,2024-03,2024,Q1,3,March,241.9,recurring
CUST_00025,2024-04,2024,Q2,4,April,241.9,recurring
CUST_00025,2024-05,2024,Q2,5,May,241.9,recurring
CUST_00025,2024-06,2024,Q2,6,June,241.9,recurring
CUST_00025,2024-07,2024,Q3,7,July,241.9,recurring
